Id,SalePrice
1461,114956.88
1462,155954.3
1463,189812.14
1464,191394.88
1465,180777.7
1466,179159.98
1467,183105.75
1468,175499.67
1469,173417.48
1470,121965.04
1471,196646.64
1472,109790.85
1473,105120.9
1474,150801.36
1475,105503.695
1476,391054.25
1477,246991.34
1478,263593.53
1479,265488.47
1480,446719.6
1481,282663.38
1482,202531.48
1483,186515.97
1484,169039.36
1485,193511.98
1486,202990.06
1487,292968.78
1488,235698.77
1489,205735.34
1490,243006.22
1491,206604.27
1492,102412.664
1493,167551.11
1494,298783.72
1495,275400.62
1496,238450.44
1497,168832.11
1498,168488.28
1499,157021.97
1500,154328.89
1501,181271.98
1502,152516.25
1503,270799.47
1504,235526.61
1505,217290.72
1506,177136.67
1507,271987.53
1508,192641.31
1509,159463.6
1510,148869.45
1511,151180.6
1512,174078.25
1513,152643.14
1514,169475.16
1515,193196.16
1516,160283.47
1517,172789.66
1518,131900.45
1519,221906.02
1520,136612.1
1521,138754.1
1522,171680.97
1523,104050.99
1524,117741.22
1525,137236.23
1526,95793.99
1527,111934.52
1528,127732.27
1529,147926.14
1530,182289.88
1531,143041.31
1532,100599.62
1533,150850.34
1534,122392.99
1535,146595.67
1536,111019.695
1537,60526.617
1538,158598.98
1539,231124.06
1540,105828.96
1541,127864.695
1542,141804.28
1543,231791.06
1544,85532.57
1545,111875.65
1546,154612.08
1547,136163.3
1548,133528.14
1549,115809.97
1550,141728.38
1551,112916.63
1552,140363.16
1553,143985.81
1554,119444.375
1555,164427.39
1556,94243.02
1557,111299.87
1558,110183.35
1559,77727.16
1560,149510.67
1561,150813.08
1562,128916.8
1563,120796.15
1564,147983.3
1565,152779.95
1566,245683.0
1567,83313.73
1568,237513.17
1569,143835.0
1570,139016.5
1571,132876.69
1572,149168.61
1573,299071.03
1574,133386.83
1575,232666.22
1576,247089.27
1577,184664.95
1578,149767.7
1579,146067.95
1580,203046.61
1581,156595.47
1582,129871.484
1583,295231.72
1584,227959.77
1585,141501.12
1586,67462.59
1587,109541.66
1588,153738.36
1589,109348.98
1590,137538.3
1591,100801.79
1592,136804.73
1593,126098.94
1594,138494.64
1595,113179.38
1596,223168.72
1597,172457.16
1598,206016.14
1599,165378.6
1600,175279.78
1601,74718.58
1602,126639.22
1603,88028.18
1604,249642.77
1605,251533.14
1606,170100.44
1607,159538.06
1608,202954.06
1609,192626.55
1610,157449.02
1611,132737.23
1612,175378.44
1613,161846.05
1614,137288.6
1615,95427.59
1616,74498.195
1617,90833.62
1618,134170.95
1619,140137.84
1620,156590.39
1621,146742.0
1622,166167.45
1623,304647.12
1624,234414.39
1625,115373.48
1626,165807.84
1627,188920.47
1628,269588.1
1629,186224.22
1630,311658.72
1631,208001.61
1632,235283.73
1633,174692.0
1634,193449.52
1635,184166.23
1636,159253.84
1637,195650.14
1638,198552.2
1639,186240.4
1640,255371.89
1641,164429.23
1642,236882.7
1643,230323.58
1644,254155.14
1645,189140.12
1646,154221.02
1647,159416.33
1648,133194.84
1649,145835.23
1650,123849.01
1651,134628.17
1652,100769.625
1653,102086.53
1654,147515.89
1655,141910.4
1656,143562.81
1657,150781.78
1658,142400.69
1659,122926.82
1660,156259.98
1661,444254.7
1662,378863.7
1663,361418.88
1664,334877.56
1665,296107.0
1666,314754.75
1667,361869.22
1668,372318.62
1669,288259.66
1670,352672.22
1671,255113.53
1672,406820.12
1673,290515.12
1674,238116.22
1675,189927.58
1676,196357.77
1677,213345.5
1678,434184.16
1679,373655.97
1680,351673.53
1681,239486.34
1682,305430.7
1683,173993.97
1684,184815.05
1685,175674.78
1686,160752.56
1687,175916.9
1688,194175.05
1689,190710.06
1690,196920.3
1691,188482.88
1692,262249.62
1693,169632.02
1694,191782.92
1695,173985.25
1696,250059.81
1697,176998.69
1698,336064.4
1699,314594.03
1700,266820.34
1701,265058.6
1702,243863.94
1703,249395.14
1704,295135.38
1705,217781.5
1706,254380.03
1707,225042.53
1708,204181.95
1709,249956.56
1710,227573.25
1711,275576.78
1712,267764.66
1713,278249.03
1714,264495.5
1715,210108.48
